Category,Sub-Category,Product ID,Product Name,Country,Region,State,City,Postal Code,Customer ID,Customer Name,Order Date,Order ID,Segment,Ship Date,Ship Mode,Year,Bottom Half,Discount,Number of Records,Outer Venn Position,Overlapping Customers,Overlapping Position,Profit,Profit Percentage,Quantity,Sales
Household goods,Furnishings,FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",United States,South,Mississippi,Hattiesburg,39401,JS-16030,Joy Smith,19/07/2017,CA-2017-163776,Consumer,25/07/2017,Standard Class,2020,1,0%,1,0,1,0,76.0878,41%,6,185.58
Stationary,Binders,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",United States,South,Mississippi,Hattiesburg,39401,JS-16030,Joy Smith,19/07/2017,CA-2017-163776,Consumer,25/07/2017,Standard Class,2020,1,0%,1,0,1,0,35.6776,46%,2,77.56
Stationary,Storage,OFF-ST-10002485,Rogers Deluxe File Chest,United States,South,Mississippi,Hattiesburg,39401,JS-16030,Joy Smith,19/07/2017,CA-2017-163776,Consumer,25/07/2017,Standard Class,2020,1,0%,1,0,1,0,0.8792,1%,4,87.92
Stationary,Paper,OFF-PA-10001033,Xerox 1893,United States,South,Mississippi,Hattiesburg,39401,JS-16030,Joy Smith,19/07/2017,CA-2017-163776,Consumer,25/07/2017,Standard Class,2020,1,0%,1,0,1,0,120.5106,49%,6,245.94
Stationary,Binders,OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,United States,South,Mississippi,Hattiesburg,39401,JS-16030,Joy Smith,19/07/2017,CA-2017-163776,Consumer,25/07/2017,Standard Class,2020,1,0%,1,0,1,0,4.042,47%,1,8.6
Household goods,Bookcases,FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,United States,South,Mississippi,Hattiesburg,39401,JS-16030,Joy Smith,19/07/2017,CA-2017-163776,Consumer,25/07/2017,Standard Class,2020,1,0%,1,0,1,0,126.225,25%,5,504.9
Stationary,Binders,OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,United States,West,California,Los Angeles,90049,ES-14020,Erica Smith,15/09/2018,US-2018-163300,Consumer,21/09/2018,Standard Class,2018,1,20%,1,0,1,0,884.058,38%,7,"2,357.49"
Automobile,Phones,TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,United States,West,California,Los Angeles,90049,ES-14020,Erica Smith,15/09/2018,US-2018-163300,Consumer,21/09/2018,Standard Class,2018,1,20%,1,0,1,0,32.3351,9%,7,369.544
Household goods,Chairs,FUR-CH-10003396,Global Deluxe Steno Chair,United States,West,California,Los Angeles,90049,ES-14020,Erica Smith,15/09/2018,US-2018-163300,Consumer,21/09/2018,Standard Class,2018,1,20%,1,0,1,0,-20.7846,-11%,3,184.752
Stationary,Storage,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,United States,East,Ohio,Columbus,43229,NS-18640,Noel Staavos,11/12/2017,CA-2017-162187,Corporate,11/12/2017,Same Day,2020,1,20%,1,1,1,0.5,-4.06,-6%,5,64.96
Stationary,Supplies,OFF-SU-10004782,"Elite 5"" Scissors",United States,East,Ohio,Columbus,43229,NS-18640,Noel Staavos,11/12/2017,CA-2017-162187,Corporate,11/12/2017,Same Day,2020,1,20%,1,1,1,0.5,1.69,13%,2,13.52
Household goods,Chairs,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",United States,East,Ohio,Columbus,43229,NS-18640,Noel Staavos,11/12/2017,CA-2017-162187,Corporate,11/12/2017,Same Day,2020,1,30%,1,1,1,0.5,-137.529,-30%,5,458.43
Stationary,Appliances,OFF-AP-10000576,"Belkin 325VA UPS Surge Protector, 6'",United States,East,Ohio,Columbus,43229,NS-18640,Noel Staavos,11/12/2017,CA-2017-162187,Corporate,11/12/2017,Same Day,2020,1,20%,1,1,1,0.5,24.196,6%,4,387.136
Household goods,Tables,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",United States,East,Ohio,Columbus,43229,NS-18640,Noel Staavos,11/12/2017,CA-2017-162187,Corporate,11/12/2017,Same Day,2020,1,40%,1,1,1,0.5,-147.8655,-45%,3,328.59
Household goods,Chairs,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,United States,West,Idaho,Caldwell,83605,SH-19975,Sally Hughsby,10/12/2015,US-2015-112991,Corporate,14/12/2015,Standard Class,2018,1,20%,1,0,1,0,4.2294,1%,3,338.352
Stationary,Paper,OFF-PA-10000019,Xerox 1931,United States,West,Idaho,Caldwell,83605,SH-19975,Sally Hughsby,10/12/2015,US-2015-112991,Corporate,14/12/2015,Standard Class,2018,1,5%,1,0,1,0,12.4416,48%,4,25.92
Stationary,Paper,OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",United States,West,Idaho,Caldwell,83605,SH-19975,Sally Hughsby,10/12/2015,US-2015-112991,Corporate,14/12/2015,Standard Class,2018,1,5%,1,0,1,0,42.0256,46%,4,91.36
Household goods,Furnishings,FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",United States,West,Arizona,Phoenix,85023,RF-19345,Randy Ferguson,13/12/2015,CA-2015-124079,Corporate,17/12/2015,Standard Class,2018,1,20%,1,0,1,0,7.6965,9%,3,87.96
Stationary,Binders,OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",United States,West,Arizona,Phoenix,85023,RF-19345,Randy Ferguson,13/12/2015,CA-2015-124079,Corporate,17/12/2015,Standard Class,2018,1,60%,1,0,1,0,-4.1712,-80%,2,5.214
Stationary,Binders,OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",United States,South,Florida,Miami,33142,DL-12865,Dan Lawera,21/09/2018,US-2018-146878,Consumer,27/09/2018,Standard Class,2018,1,60%,1,0,1,0,-8.6058,-70%,1,12.294
Household goods,Furnishings,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",United States,West,California,Los Angeles,90004,AG-10390,Allen Goldenen,7/09/2018,CA-2018-107244,Consumer,11/09/2018,Standard Class,2018,1,5%,1,0,1,0,8.2992,42%,4,19.76
Household goods,Chairs,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",United States,East,New York,Troy,12180,SW-20245,Scot Wooten,2/11/2016,CA-2016-100657,Consumer,7/11/2016,Standard Class,2019,1,10%,1,1,1,0.5,8.5372,8%,2,109.764
Automobile,Phones,TEC-PH-10001527,Plantronics MX500i Earset,United States,East,Massachusetts,New Bedford,2740,KN-16390,Katherine Nockton,11/12/2018,CA-2018-129581,Corporate,18/12/2018,Standard Class,2018,1,5%,1,1,1,0.5,3.8655,3%,3,128.85
Household goods,Furnishings,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",United States,South,South Carolina,Florence,29501,GB-14530,George Bell,1/04/2018,CA-2018-129028,Corporate,3/04/2018,First Class,2018,1,5%,1,0,1,0,21.7515,17%,3,127.95
Stationary,Paper,OFF-PA-10000595,Xerox 1929,United States,West,California,Los Angeles,90049,CL-12565,Clay Ludtke,30/12/2016,CA-2016-135580,Consumer,3/01/2017,Standard Class,2019,1,0%,1,0,1,0,31.5192,46%,3,68.52
Stationary,Storage,OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma,United States,West,California,Los Angeles,90049,CL-12565,Clay Ludtke,30/12/2016,CA-2016-135580,Consumer,3/01/2017,Standard Class,2019,1,0%,1,0,1,0,14.2386,19%,3,74.94
Automobile,Machines,TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,United States,West,California,Los Angeles,90049,CL-12565,Clay Ludtke,30/12/2016,CA-2016-135580,Consumer,3/01/2017,Standard Class,2019,1,20%,1,0,1,0,286.713,11%,6,"2,548.56"
Stationary,Envelopes,OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,United States,West,California,Los Angeles,90049,CL-12565,Clay Ludtke,30/12/2016,CA-2016-135580,Consumer,3/01/2017,Standard Class,2019,1,0%,1,0,1,0,122.148,45%,3,271.44
Automobile,Phones,TEC-PH-10004345,Cisco SPA 502G IP Phone,United States,West,California,Los Angeles,90049,CL-12565,Clay Ludtke,30/12/2016,CA-2016-135580,Consumer,3/01/2017,Standard Class,2019,1,20%,1,0,1,0,35.985,13%,3,287.88
Stationary,Paper,OFF-PA-10004405,Rediform Voice Mail Log Books,United States,West,California,Los Angeles,90008,KF-16285,Karen Ferguson,10/03/2017,CA-2017-159016,Home Office,11/03/2017,First Class,2020,1,0%,1,0,1,0,7.152,48%,5,14.9
Automobile,Phones,TEC-PH-10002885,Apple iPhone 5,United States,West,California,Los Angeles,90008,KF-16285,Karen Ferguson,10/03/2017,CA-2017-159016,Home Office,11/03/2017,First Class,2020,1,20%,1,0,1,0,363.9048,9%,8,"4,158.91"
Household goods,Furnishings,FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,United States,West,California,Los Angeles,90049,AY-10555,Andy Yotov,6/04/2015,CA-2015-102652,Corporate,12/04/2015,Standard Class,2018,1,5%,1,0,1,0,15.6332,17%,2,91.96
Household goods,Furnishings,FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,United States,West,California,Los Angeles,90049,AY-10555,Andy Yotov,6/04/2015,CA-2015-102652,Corporate,12/04/2015,Standard Class,2018,1,5%,1,0,1,0,12.9129,39%,7,33.11
Stationary,Paper,OFF-PA-10003309,Xerox 211,United States,West,California,Los Angeles,90049,AY-10555,Andy Yotov,6/04/2015,CA-2015-102652,Corporate,12/04/2015,Standard Class,2018,1,5%,1,0,1,0,9.3312,48%,3,19.44
Stationary,Paper,OFF-PA-10001977,Xerox 194,United States,West,California,Los Angeles,90049,AY-10555,Andy Yotov,6/04/2015,CA-2015-102652,Corporate,12/04/2015,Standard Class,2018,1,5%,1,0,1,0,26.6304,48%,1,55.48
Stationary,Appliances,OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,United States,East,Ohio,Columbus,43229,BD-11635,Brian Derr,5/10/2015,CA-2015-152422,Consumer,10/10/2015,Second Class,2018,1,20%,1,1,0,0.5,11.49,13%,5,91.92
Stationary,Appliances,OFF-AP-10002222,Staple holder,United States,South,Louisiana,Kenner,70065,HG-15025,Hunter Glantz,13/08/2017,US-2017-156692,Consumer,13/08/2017,Same Day,2020,1,0%,1,0,1,0,4.6818,27%,2,17.34
Automobile,Accessories,TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,United States,South,Louisiana,Kenner,70065,HG-15025,Hunter Glantz,13/08/2017,US-2017-156692,Consumer,13/08/2017,Same Day,2020,1,0%,1,0,1,0,15.1158,21%,2,71.98
Stationary,Envelopes,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",United States,Central,Texas,Cedar Hill,75104,CB-12025,Cassandra Brandow,17/11/2015,CA-2015-130869,Consumer,21/11/2015,Standard Class,2018,1,20%,1,0,1,0,2.478,35%,3,7.08
Automobile,Accessories,TEC-AC-10004855,V7 USB Numeric Keypad,United States,East,Rhode Island,Providence,2908,LS-16945,Linda Southworth,24/04/2018,US-2018-128832,Corporate,27/04/2018,First Class,2018,1,5%,1,1,1,0.5,4.8986,7%,2,69.98
Stationary,Appliances,OFF-AP-10000938,Avanti 1.7 Cu. Ft. Refrigerator,United States,East,Ohio,Lancaster,43130,DM-13015,Darrin Martin,24/08/2018,CA-2018-139717,Consumer,26/08/2018,Second Class,2018,1,20%,1,1,1,0.5,64.6272,10%,8,646.272
Stationary,Paper,OFF-PA-10002195,Xerox 1966,United States,East,Ohio,Lancaster,43130,DM-13015,Darrin Martin,24/08/2018,CA-2018-139717,Consumer,26/08/2018,Second Class,2018,1,20%,1,1,1,0.5,3.7584,36%,2,10.368
Stationary,Fasteners,OFF-FA-10002701,Alliance Rubber Bands,United States,West,Washington,Seattle,98115,AC-10615,Ann Chong,23/02/2018,CA-2018-136007,Corporate,2/03/2018,Standard Class,2018,1,5%,1,0,1,0,0.336,4%,5,8.4
Automobile,Phones,TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,United States,West,Washington,Seattle,98115,AC-10615,Ann Chong,23/02/2018,CA-2018-136007,Corporate,2/03/2018,Standard Class,2018,1,20%,1,0,1,0,25.186,35%,5,71.96
Stationary,Art,OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,United States,South,North Carolina,Jacksonville,28540,LT-17110,Liz Thompson,19/11/2017,CA-2017-157364,Consumer,21/11/2017,First Class,2020,1,20%,1,0,1,0,6.006,33%,2,18.48
Stationary,Art,OFF-AR-10003829,Newell 35,United States,West,California,Los Angeles,90049,TB-21250,Tim Brockman,14/11/2017,US-2017-112970,Consumer,15/11/2017,First Class,2020,1,0%,1,0,1,0,2.8536,29%,3,9.84
Household goods,Chairs,FUR-CH-10000155,Global Comet Stacking Armless Chair,United States,South,Florida,Miami,33142,AH-10585,Angele Hood,6/07/2018,US-2018-152492,Consumer,6/07/2018,Same Day,2018,1,20%,1,0,0,0,23.924,10%,1,239.24
Household goods,Furnishings,FUR-FU-10003142,"Master Big Foot Doorstop, Beige",United States,East,New Hampshire,Nashua,3060,SS-20140,Saphhira Shifley,25/12/2017,CA-2017-101168,Corporate,1/01/2018,Standard Class,2020,1,0%,1,1,1,0.5,6.5472,31%,4,21.12
Stationary,Supplies,OFF-SU-10001218,Fiskars Softgrip Scissors,United States,East,New York,New York City,10011,TD-20995,Tamara Dahlen,23/04/2018,CA-2018-104010,Consumer,25/04/2018,First Class,2018,1,5%,1,1,1,0.5,15.372,28%,5,54.9
Household goods,Furnishings,FUR-FU-10002963,"Master Caster Door Stop, Gray",United States,West,California,Los Angeles,90036,PP-18955,Paul Prost,14/12/2016,CA-2016-130253,Home Office,18/12/2016,Standard Class,2019,1,0%,1,0,1,0,5.1816,34%,3,15.24
Stationary,Appliances,OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",United States,Central,Texas,Carrollton,75007,PG-18820,Patrick Gardner,19/04/2016,US-2016-155369,Consumer,25/04/2016,Standard Class,2019,1,80%,1,0,1,0,-52.8336,-270%,2,19.568
Stationary,Binders,OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,United States,Central,Texas,Carrollton,75007,PG-18820,Patrick Gardner,19/04/2016,US-2016-155369,Consumer,25/04/2016,Standard Class,2019,1,80%,1,0,1,0,-512.1468,-165%,3,310.392
Household goods,Furnishings,FUR-FU-10003347,Coloredge Poster Frame,United States,South,Kentucky,Georgetown,40324,AA-10645,Anna Andreadi,4/09/2017,CA-2017-131205,Consumer,8/09/2017,Standard Class,2020,1,0%,1,0,1,0,16.614,39%,3,42.6
Stationary,Binders,OFF-BI-10000315,Poly Designer Cover & Back,United States,South,Kentucky,Georgetown,40324,AA-10645,Anna Andreadi,4/09/2017,CA-2017-131205,Consumer,8/09/2017,Standard Class,2020,1,0%,1,0,1,0,54.6912,48%,6,113.94
Stationary,Storage,OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,United States,South,Kentucky,Georgetown,40324,AA-10645,Anna Andreadi,4/09/2017,CA-2017-131205,Consumer,8/09/2017,Standard Class,2020,1,0%,1,0,1,0,5.1968,4%,4,129.92
Stationary,Art,OFF-AR-10003469,Nontoxic Chalk,United States,South,Kentucky,Georgetown,40324,AA-10645,Anna Andreadi,4/09/2017,CA-2017-131205,Consumer,8/09/2017,Standard Class,2020,1,0%,1,0,1,0,2.5344,48%,3,5.28
Automobile,Phones,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,United States,West,California,Los Angeles,90008,FA-14230,Frank Atkinson,24/09/2018,CA-2018-122364,Corporate,29/09/2018,Standard Class,2018,1,20%,1,0,0,0,75.18,9%,3,859.2
Automobile,Machines,TEC-MA-10001031,Socket Bluetooth Cordless Hand Scanner (CHS),United States,West,California,Los Angeles,90008,FA-14230,Frank Atkinson,24/09/2018,CA-2018-122364,Corporate,29/09/2018,Standard Class,2018,1,20%,1,0,0,0,177.198,35%,3,506.28
Household goods,Furnishings,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,United States,West,Arizona,Sierra Vista,85635,TB-21520,Tracy Blumstein,4/02/2017,CA-2017-117912,Consumer,8/02/2017,Standard Class,2020,1,20%,1,0,1,0,3.9512,28%,2,14.368
Household goods,Chairs,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,United States,South,Tennessee,Knoxville,37918,AH-10075,Adam Hart,19/05/2018,CA-2018-145702,Corporate,24/05/2018,Second Class,2018,1,20%,1,0,1,0,-35.3646,-11%,3,314.352
Stationary,Paper,OFF-PA-10001526,Xerox 1949,United States,South,Tennessee,Knoxville,37918,AH-10075,Adam Hart,19/05/2018,CA-2018-145702,Corporate,24/05/2018,Second Class,2018,1,20%,1,0,1,0,10.1094,36%,7,27.888
Household goods,Furnishings,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",United States,West,Arizona,Tucson,85705,CP-12085,Cathy Prescott,3/09/2016,CA-2016-113215,Corporate,8/09/2016,Standard Class,2019,1,20%,1,0,1,0,89.307,38%,3,238.152
Household goods,Tables,FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",United States,Central,Minnesota,Minneapolis,55407,BF-11215,Benjamin Farhat,9/06/2017,CA-2017-154662,Home Office,16/06/2017,Standard Class,2020,1,0%,1,0,1,0,173.235,25%,3,692.94
Stationary,Binders,OFF-BI-10003305,Avery Hanging File Binders,United States,South,Florida,Miami,33142,CP-12340,Christine Phan,7/11/2016,CA-2016-105571,Corporate,11/11/2016,Standard Class,2019,1,70%,1,0,1,0,-12.9168,-80%,9,16.146
Stationary,Binders,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,United States,South,Florida,Miami,33142,CP-12340,Christine Phan,7/11/2016,CA-2016-105571,Corporate,11/11/2016,Standard Class,2019,1,70%,1,0,1,0,"-1,031.54",-77%,5,"1,345.49"
Stationary,Paper,OFF-PA-10000483,Xerox 19,United States,Central,Texas,Houston,77036,LS-17245,Lynn Smith,15/06/2017,CA-2017-152765,Consumer,18/06/2017,First Class,2020,1,20%,1,0,1,0,54.215,31%,7,173.488
Stationary,Art,OFF-AR-10000658,Newell 324,United States,Central,Wisconsin,Milwaukee,53209,TS-21655,Trudy Schmidt,25/04/2016,CA-2016-153878,Consumer,30/04/2016,Standard Class,2019,1,0%,1,0,0,0,16.17,28%,5,57.75
Stationary,Appliances,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,United States,Central,Wisconsin,Milwaukee,53209,TS-21655,Trudy Schmidt,25/04/2016,CA-2016-153878,Consumer,30/04/2016,Standard Class,2019,1,0%,1,0,0,0,76.272,28%,5,272.4
Stationary,Paper,OFF-PA-10002586,Xerox 1970,United States,East,Ohio,Lancaster,43130,JS-15940,Joni Sundaresam,23/09/2017,CA-2017-124016,Home Office,26/09/2017,Second Class,2020,1,20%,1,1,0,0.5,4.0338,34%,3,11.952
Household goods,Furnishings,FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",United States,East,Ohio,Lancaster,43130,JS-15940,Joni Sundaresam,23/09/2017,CA-2017-124016,Home Office,26/09/2017,Second Class,2020,1,20%,1,1,0,0.5,7.7,28%,4,28
Stationary,Binders,OFF-BI-10002071,Fellowes Black Plastic Comb Bindings,United States,East,Ohio,Lancaster,43130,JS-15940,Joni Sundaresam,23/09/2017,CA-2017-124016,Home Office,26/09/2017,Second Class,2020,1,70%,1,1,0,0.5,-9.7608,-80%,7,12.201
Stationary,Binders,OFF-BI-10001617,GBC Wire Binding Combs,United States,Central,Texas,Edinburg,78539,NF-18385,Natalie Fritzler,18/08/2017,CA-2017-113551,Consumer,20/08/2017,First Class,2020,1,80%,1,0,0,0,-3.4122,-165%,2,2.068
Stationary,Paper,OFF-PA-10004665,Advantus Motivational Note Cards,United States,Central,Texas,Edinburg,78539,NF-18385,Natalie Fritzler,18/08/2017,CA-2017-113551,Consumer,20/08/2017,First Class,2020,1,20%,1,0,0,0,30.392,36%,8,83.84
Stationary,Envelopes,OFF-EN-10001990,Staple envelope,United States,East,New York,New York City,10009,KN-16705,Kristina Nunn,2/03/2015,CA-2015-107524,Home Office,8/03/2015,Standard Class,2018,1,5%,1,1,1,0.5,5.3392,47%,2,11.36
Stationary,Paper,OFF-PA-10000587,"Array Parchment Paper, Assorted Colors",United States,East,New York,New York City,10009,KN-16705,Kristina Nunn,2/03/2015,CA-2015-107524,Home Office,8/03/2015,Standard Class,2018,1,5%,1,1,1,0.5,17.472,48%,5,36.4
Automobile,Accessories,TEC-AC-10004859,"Maxell Pro 80 Minute CD-R, 10/Pack",United States,East,Pennsylvania,Philadelphia,19120,GA-14725,Guy Armstrong,30/12/2015,CA-2015-138072,Consumer,3/01/2016,Standard Class,2018,1,20%,1,1,1,0.5,6.992,25%,2,27.968
Stationary,Storage,OFF-ST-10001476,Steel Personal Filing/Posting Tote,United States,East,New York,Rochester,14609,EH-14125,Eugene Hildebrand,10/04/2016,CA-2016-134201,Home Office,16/04/2016,Standard Class,2019,1,0%,1,1,1,0.5,38.3508,27%,4,142.04
Stationary,Art,OFF-AR-10002804,Faber Castell Col-Erase Pencils,United States,East,New York,Rochester,14609,EH-14125,Eugene Hildebrand,10/04/2016,CA-2016-134201,Home Office,16/04/2016,Standard Class,2019,1,0%,1,1,1,0.5,6.0147,41%,3,14.67
Automobile,Copiers,TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,United States,West,California,San Diego,92037,RA-19285,Ralph Arnett,25/12/2016,CA-2016-111780,Consumer,30/12/2016,Second Class,2019,1,20%,1,0,1,0,224.9925,19%,5,"1,199.96"
Stationary,Paper,OFF-PA-10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",United States,West,California,San Diego,92037,RA-19285,Ralph Arnett,25/12/2016,CA-2016-111780,Consumer,30/12/2016,Second Class,2019,1,0%,1,0,1,0,6.174,49%,3,12.6
Stationary,Paper,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),United States,West,California,San Diego,92037,RA-19285,Ralph Arnett,25/12/2016,CA-2016-111780,Consumer,30/12/2016,Second Class,2019,1,0%,1,0,1,0,8.073,45%,3,17.94
Stationary,Labels,OFF-LA-10001569,Avery 499,United States,East,Pennsylvania,Philadelphia,19120,TT-21070,Ted Trevino,5/04/2016,CA-2016-119942,Consumer,7/04/2016,First Class,2019,1,20%,1,1,1,0.5,7.7688,33%,6,23.904
Stationary,Supplies,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",United States,South,Tennessee,Bartlett,38134,AH-10465,Amy Hunt,17/01/2016,CA-2016-151547,Consumer,23/01/2016,Standard Class,2019,1,20%,1,0,1,0,10.008,11%,8,88.96
Household goods,Chairs,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",United States,West,California,Lakewood,90712,CC-12430,Chuck Clark,20/05/2018,CA-2018-166695,Home Office,24/05/2018,Standard Class,2018,1,20%,1,0,1,0,-97.176,-19%,8,518.272
Household goods,Furnishings,FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,United States,West,California,Lakewood,90712,CC-12430,Chuck Clark,20/05/2018,CA-2018-166695,Home Office,24/05/2018,Standard Class,2018,1,5%,1,0,1,0,3.3504,48%,1,6.98
Automobile,Machines,TEC-MA-10003176,Okidata B400 Printer,United States,West,California,Lakewood,90712,CC-12430,Chuck Clark,20/05/2018,CA-2018-166695,Home Office,24/05/2018,Standard Class,2018,1,20%,1,0,1,0,38.61,11%,1,343.2
Stationary,Labels,OFF-LA-10004093,Avery 486,United States,East,Pennsylvania,Philadelphia,19120,KD-16495,Keith Dawkins,13/08/2018,CA-2018-167542,Corporate,20/08/2018,Standard Class,2018,1,20%,1,1,1,0.5,5.9211,34%,3,17.544
Stationary,Storage,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,United States,Central,Texas,Austin,78745,BG-11035,Barry Gonzalez,31/12/2016,CA-2016-120901,Consumer,4/01/2017,Standard Class,2019,1,20%,1,0,0,0,-26.7204,-18%,2,152.688
Stationary,Fasteners,OFF-FA-10001561,Stockwell Push Pins,United States,Central,Texas,Austin,78745,BG-11035,Barry Gonzalez,31/12/2016,CA-2016-120901,Consumer,4/01/2017,Standard Class,2019,1,20%,1,0,0,0,0.5668,16%,2,3.488
Stationary,Supplies,OFF-SU-10001225,Staple remover,United States,Central,Texas,Austin,78745,BG-11035,Barry Gonzalez,31/12/2016,CA-2016-120901,Consumer,4/01/2017,Standard Class,2019,1,20%,1,0,0,0,-1.3248,-23%,2,5.888
Stationary,Binders,OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,United States,West,California,Los Angeles,90008,FH-14365,Fred Hopkins,25/12/2018,CA-2018-121398,Corporate,29/12/2018,Standard Class,2018,1,20%,1,0,1,0,51.8238,34%,3,153.552
Stationary,Storage,OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",United States,West,California,Los Angeles,90008,FH-14365,Fred Hopkins,25/12/2018,CA-2018-121398,Corporate,29/12/2018,Standard Class,2018,1,5%,1,0,1,0,2.7062,1%,2,270.62
Automobile,Accessories,TEC-AC-10001432,Enermax Aurora Lite Keyboard,United States,East,New York,New York City,10011,PG-18820,Patrick Gardner,1/09/2017,CA-2017-151561,Consumer,7/09/2017,Standard Class,2020,1,0%,1,1,1,0.5,206.316,44%,6,468.9
Automobile,Accessories,TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,United States,East,New York,New York City,10011,PG-18820,Patrick Gardner,1/09/2017,CA-2017-151561,Consumer,7/09/2017,Standard Class,2020,1,0%,1,1,1,0.5,30.4416,42%,2,72.48
Stationary,Supplies,OFF-SU-10001574,Acme Value Line Scissors,United States,East,New York,New York City,10011,PG-18820,Patrick Gardner,1/09/2017,CA-2017-151561,Consumer,7/09/2017,Standard Class,2020,1,0%,1,1,1,0.5,3.285,30%,3,10.95
Household goods,Furnishings,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",United States,East,New York,New York City,10011,PG-18820,Patrick Gardner,1/09/2017,CA-2017-151561,Consumer,7/09/2017,Standard Class,2020,1,0%,1,1,1,0.5,61.3824,32%,3,191.82
Stationary,Storage,OFF-ST-10001172,"Tennsco Lockers, Sand",United States,Central,Texas,Houston,77070,NZ-18565,Nick Zandusky,5/08/2018,CA-2018-154676,Home Office,8/08/2018,First Class,2018,1,20%,1,0,1,0,7.5528,5%,9,151.056
Household goods,Furnishings,FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",United States,Central,Texas,Lubbock,79424,TB-21595,Troy Blackwell,18/02/2015,US-2015-165589,Consumer,18/02/2015,Same Day,2018,1,55%,1,0,1,0,-11.322,-45%,5,25.16
Stationary,Binders,OFF-BI-10004040,Wilson Jones Impact Binders,United States,Central,Texas,Houston,77095,JE-15475,Jeremy Ellison,22/11/2017,US-2017-132577,Consumer,27/11/2017,Standard Class,2020,1,80%,1,0,1,0,-9.6348,-155%,5,6.216
Stationary,Art,OFF-AR-10003481,Newell 348,United States,Central,Texas,Houston,77095,JE-15475,Jeremy Ellison,22/11/2017,US-2017-132577,Consumer,27/11/2017,Standard Class,2020,1,20%,1,0,1,0,2.6568,11%,9,23.616
